Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
S4,2015,2015,2015,2,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,377116516,,,0
S4,2015,2015,2015,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,386784589,,,0
S4,2015,2015,2015,2,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,40915903,,,4
S4,2015,2015,2015,2,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,13579133,,,4
S4,2015,2015,2015,2,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,3450812935,,,0
S4,2015,2015,2015,2,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,3856519115,,,0
S4,2015,2015,2015,2,0,1,Import,204,Benin,BEN,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,48228682,,,4
S4,2015,2015,2015,2,0,2,Export,204,Benin,BEN,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,13190587,,,0
S4,2015,2015,2015,2,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,2212401623,,,0
S4,2015,2015,2015,2,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,3137205757,,,0
S4,2015,2015,2015,2,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,,,362307640,,,4
S4,2015,2015,2015,2,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,24662367,,,4
S4,2015,2015,2015,2,0,1,Import,218,Ecuador,ECU,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,657537190,,,0
S4,2015,2015,2015,2,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,42809962,,,0
S4,2015,2015,2015,2,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,241947466,,,4
S4,2015,2015,2015,2,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,21494842,,,4
S4,2015,2015,2015,2,0,1,Import,231,Ethiopia,ETH,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,936573075,,,4
S4,2015,2015,2015,2,0,2,Export,231,Ethiopia,ETH,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,,,12002413,,,0
S4,2015,2015,2015,2,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,444263833,,,0
S4,2015,2015,2015,2,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,301761368,,,0
S4,2015,2015,2015,2,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,60405846,,,0
S4,2015,2015,2015,2,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,1317740,,,0
S4,2015,2015,2015,2,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,1576542884,,,0
S4,2015,2015,2015,2,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,3846944197,,,0
S4,2015,2015,2015,2,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,10902450264,,,0
S4,2015,2015,2015,2,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,10850079500,,,0
S4,2015,2015,2015,2,0,1,Import,258,French Polynesia,PYF,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,22453915,,,0
S4,2015,2015,2015,2,0,2,Export,258,French Polynesia,PYF,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,,,,,,,71104,,,0
S4,2015,2015,2015,2,0,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,167858377,,,4
S4,2015,2015,2015,2,0,2,Export,268,Georgia,GEO,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,10199898,,,4
S4,2015,2015,2015,2,0,1,Import,270,Gambia,GMB,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,,,2138882,,,4
S4,2015,2015,2015,2,0,2,Export,270,Gambia,GMB,0,World,WLD,,,,,,,,72,Machinery specialized for particular industries,1,No Quantity,0,,,,0,,59606,,,0
