Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,2015,2015,2015,2,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,,,8853938255,,,4
H0,2015,2015,2015,2,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,,,2749846136,,,4
H0,2015,2015,2015,2,0,4,Re-Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,0,,505077,,,0
H0,2015,2015,2015,2,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,,,30294224242,,,4
H0,2015,2015,2015,2,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,,,8441643920,,,4
H0,2015,2015,2015,2,0,3,Re-Export,764,Thailand,THA,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,,,14369160,,,0
H0,2015,2015,2015,2,0,4,Re-Import,764,Thailand,THA,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,0,,673705,,,4
H0,2015,2015,2015,2,0,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,,,313804076,,,4
H0,2015,2015,2015,2,0,2,Export,768,Togo,TGO,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,0,,36762337,,,0
H0,2015,2015,2015,2,0,3,Re-Export,768,Togo,TGO,0,World,WLD,,,,,,,,27,"Mineral fuels, oils, distillation products, etc",1,No Quantity,0,,,,0,,27953935,,,0
